flight_id,year,month,day_of_week,airline,origin_airport,destination_airport,scheduled_departure_hour,flight_distance_km,aircraft_turnaround_delay_min,weather_condition,wind_speed_kmh,airport_congestion_index,arrival_delay_minutes,delay_risk_class
FL100710,2023,2,3,B6,DFW,ATL,18,1150,4.8,Clear,12,71,28,Moderate_Risk
FL100711,2022,7,1,WN,LAX,SEA,1,2155,3.6,Clear,48,69,-3,Low_Risk
FL100712,2022,3,5,WN,ATL,SEA,15,2514,27.8,Clear,21,74,38,Moderate_Risk
FL100713,2022,12,4,AA,DFW,SFO,6,3941,9.8,Storm,23,33,20,Moderate_Risk
FL100714,2022,1,2,WN,ATL,SEA,9,2345,11.5,Clear,52,69,9,Low_Risk
FL100715,2023,6,4,DL,ORD,SEA,1,1528,52.1,Clear,30,64,19,Moderate_Risk
FL100716,2022,9,2,DL,JFK,JFK,9,1660,3.7,Clear,32,75,30,Moderate_Risk
FL100717,2023,2,3,WN,SEA,SFO,21,2214,8.4,Snow,2,41,58,High_Risk
FL100718,2022,3,7,UA,DEN,SEA,8,1497,31.8,Snow,14,63,77,High_Risk
FL100719,2023,11,1,UA,DEN,SEA,19,2533,6.1,Clear,59,54,2,Low_Risk
FL100720,2022,6,4,B6,DFW,SEA,6,2904,5.3,Clear,46,26,-2,Low_Risk
FL100721,2023,8,6,WN,LAX,LAX,17,1409,1.7,Rain,3,37,2,Low_Risk
FL100722,2022,11,7,UA,SEA,DEN,11,1778,4.3,Clear,5,38,-1,Low_Risk
FL100723,2022,2,1,WN,DFW,SFO,3,2279,0.3,Rain,23,22,3,Low_Risk
FL100724,2023,1,7,B6,JFK,LAX,15,1134,1.5,Clear,7,46,-1,Low_Risk
FL100725,2023,11,3,WN,DFW,JFK,7,2894,11.1,Clear,11,28,5,Low_Risk
FL100726,2022,6,1,AA,DFW,SFO,17,1560,8.6,Clear,56,90,33,Moderate_Risk
FL100727,2022,8,2,WN,ORD,SFO,18,2567,14.7,Storm,17,43,78,High_Risk
FL100728,2023,11,1,DL,JFK,SEA,8,926,28.7,Clear,51,66,18,Moderate_Risk
FL100729,2023,10,3,UA,ATL,DEN,23,2422,18.9,Rain,1,35,4,Low_Risk
FL100730,2023,1,5,AA,SFO,JFK,5,926,0.9,Clear,41,88,32,Moderate_Risk
FL100731,2023,4,1,AA,ATL,DEN,11,495,2.0,Clear,43,75,32,Moderate_Risk
FL100732,2023,6,5,DL,LAX,ATL,10,715,4.0,Snow,10,30,74,High_Risk
FL100733,2022,4,5,DL,DEN,ATL,18,1023,12.8,Clear,16,24,4,Low_Risk
FL100734,2023,8,3,AA,ATL,LAX,2,1026,7.4,Rain,16,72,29,Moderate_Risk
FL100735,2022,1,4,DL,ATL,DFW,3,328,0.8,Clear,8,45,9,Low_Risk
FL100736,2023,3,4,AA,ATL,DFW,17,3644,5.5,Clear,29,53,5,Low_Risk
FL100737,2022,6,6,UA,DEN,DEN,14,4470,2.3,Rain,58,22,-1,Low_Risk
FL100738,2022,2,7,WN,ORD,ATL,0,1083,9.4,Clear,58,82,17,Moderate_Risk
FL100739,2022,5,5,AA,ATL,SEA,18,2784,9.4,Snow,57,20,37,Moderate_Risk
FL100740,2023,12,5,B6,LAX,ORD,2,3247,1.6,Clear,52,70,0,Low_Risk
FL100741,2022,9,5,WN,JFK,LAX,5,3048,47.9,Rain,42,25,31,Moderate_Risk
FL100742,2023,2,5,B6,JFK,ORD,16,2154,3.3,Rain,45,67,7,Low_Risk
FL100743,2023,11,5,DL,LAX,JFK,8,3033,6.5,Rain,4,92,19,Moderate_Risk
FL100744,2022,2,2,AA,LAX,LAX,8,1428,1.5,Rain,18,45,-3,Low_Risk
FL100745,2022,11,6,WN,LAX,ATL,17,1625,1.6,Storm,8,27,37,Moderate_Risk
FL100746,2023,8,2,AA,DFW,DEN,3,1463,5.8,Clear,54,55,-5,Low_Risk
FL100747,2022,8,3,B6,DFW,LAX,22,3492,10.5,Clear,58,23,7,Low_Risk
FL100748,2023,4,7,UA,JFK,DEN,11,4018,7.8,Rain,11,64,-2,Low_Risk
FL100749,2023,11,4,AA,JFK,SFO,9,2659,2.2,Storm,33,90,121,High_Risk
FL100750,2023,5,2,WN,SEA,ORD,20,4010,14.5,Rain,13,99,19,Moderate_Risk
FL100751,2023,2,3,DL,SEA,DFW,14,3186,20.1,Storm,13,72,72,High_Risk
FL100752,2022,4,6,WN,SEA,ATL,12,4240,3.2,Storm,59,21,30,Moderate_Risk
FL100753,2022,9,3,UA,LAX,LAX,10,1819,0.5,Clear,41,26,-5,Low_Risk
FL100754,2022,6,5,UA,ATL,LAX,9,1596,2.5,Clear,42,51,2,Low_Risk
FL100755,2023,3,7,B6,DEN,DFW,22,2673,1.0,Clear,2,56,6,Low_Risk
FL100756,2023,8,6,UA,SFO,ORD,17,569,3.2,Rain,34,64,-2,Low_Risk
FL100757,2023,1,3,AA,ORD,DEN,11,1202,8.4,Clear,25,33,-3,Low_Risk
FL100758,2023,10,3,B6,DEN,SFO,1,1957,0.7,Clear,34,79,41,Moderate_Risk
FL100759,2023,12,6,DL,DFW,ATL,5,3684,1.2,Rain,59,20,-2,Low_Risk
FL100760,2022,2,2,B6,JFK,ATL,11,1587,28.2,Rain,45,57,3,Low_Risk
FL100761,2022,4,4,AA,SFO,JFK,3,3250,1.8,Clear,13,29,2,Low_Risk
FL100762,2022,8,4,B6,SEA,DEN,13,3080,19.3,Clear,7,23,7,Low_Risk
FL100763,2022,6,2,UA,SFO,LAX,8,1486,16.3,Rain,19,46,-3,Low_Risk
FL100764,2023,3,5,WN,ATL,ORD,19,329,12.9,Storm,39,54,75,High_Risk
FL100765,2022,3,7,DL,DEN,DFW,11,1522,8.3,Clear,27,86,23,Moderate_Risk
FL100766,2023,3,5,UA,SFO,LAX,18,1309,14.8,Clear,37,40,0,Low_Risk
FL100767,2023,7,1,DL,SEA,JFK,16,2606,18.3,Clear,17,71,42,Moderate_Risk
FL100768,2022,9,4,WN,DEN,LAX,17,1076,15.5,Rain,43,70,-2,Low_Risk
FL100769,2023,2,5,UA,SFO,ORD,3,1293,20.9,Clear,48,22,16,Moderate_Risk
FL100770,2022,6,2,AA,DEN,SFO,2,3776,4.6,Clear,11,92,20,Moderate_Risk
FL100771,2023,6,7,AA,SFO,DEN,18,3602,8.4,Rain,7,81,27,Moderate_Risk
FL100772,2022,4,5,DL,DEN,JFK,3,1316,3.7,Rain,17,58,4,Low_Risk
FL100773,2022,12,5,AA,ORD,JFK,10,1689,19.0,Clear,48,56,6,Low_Risk
FL100774,2023,5,7,WN,DEN,DFW,10,1884,0.1,Snow,21,34,72,High_Risk
FL100775,2022,4,6,AA,SEA,ATL,7,3408,3.6,Clear,53,55,-2,Low_Risk
FL100776,2022,4,2,UA,SEA,SFO,5,2668,0.4,Clear,23,47,5,Low_Risk
FL100777,2022,5,5,UA,ORD,LAX,13,2725,0.1,Clear,40,27,-4,Low_Risk
FL100778,2023,11,7,WN,DEN,DEN,19,3358,18.8,Rain,43,37,8,Low_Risk
FL100779,2023,3,7,UA,LAX,SEA,12,1197,12.9,Clear,53,55,9,Low_Risk
FL100780,2023,9,4,UA,SFO,ORD,14,3907,1.0,Clear,2,40,3,Low_Risk
FL100781,2022,11,4,UA,JFK,DEN,8,2870,23.3,Rain,0,33,20,Moderate_Risk
FL100782,2023,10,1,UA,LAX,ATL,17,2535,20.7,Rain,24,27,16,Moderate_Risk
FL100783,2022,5,1,DL,SEA,SEA,12,2349,10.1,Clear,57,97,32,Moderate_Risk
FL100784,2023,10,3,DL,ATL,DFW,14,1716,10.6,Clear,54,75,33,Moderate_Risk
FL100785,2023,10,5,DL,SFO,LAX,10,3794,6.4,Storm,29,73,106,High_Risk
FL100786,2023,3,7,B6,DEN,JFK,0,2301,7.3,Rain,12,44,-1,Low_Risk
FL100787,2023,5,1,AA,JFK,ORD,19,540,5.7,Clear,36,78,25,Moderate_Risk
FL100788,2022,2,5,WN,LAX,DFW,21,3394,22.1,Clear,20,85,37,Moderate_Risk
FL100789,2023,10,2,AA,ATL,DFW,6,1283,54.9,Clear,22,80,31,Moderate_Risk
FL100790,2022,7,2,WN,DEN,DFW,9,879,4.4,Rain,35,73,16,Moderate_Risk
FL100791,2023,10,2,UA,DEN,ORD,0,2753,4.8,Clear,14,42,7,Low_Risk
FL100792,2022,5,7,AA,SEA,ATL,0,1556,14.6,Clear,47,30,-5,Low_Risk
FL100793,2023,10,3,DL,JFK,DFW,16,4421,2.1,Clear,50,61,-1,Low_Risk
FL100794,2023,10,5,WN,DEN,SFO,13,3745,15.3,Clear,51,78,34,Moderate_Risk
FL100795,2022,10,3,UA,DEN,ATL,22,4052,2.3,Rain,14,28,7,Low_Risk
FL100796,2023,10,7,AA,DEN,ATL,0,3323,5.5,Clear,54,28,7,Low_Risk
FL100797,2022,6,5,UA,SEA,SEA,8,1926,0.5,Clear,13,68,-4,Low_Risk
FL100798,2022,11,3,DL,DEN,DFW,19,3125,9.7,Rain,57,24,3,Low_Risk
FL100799,2022,10,7,UA,DEN,LAX,12,3535,12.1,Clear,41,70,0,Low_Risk
FL100800,2022,8,6,WN,ATL,SFO,4,2212,6.0,Clear,51,37,2,Low_Risk
FL100801,2022,7,7,WN,JFK,ORD,8,1152,3.0,Storm,11,70,19,Moderate_Risk
FL100802,2023,3,5,WN,DEN,SFO,8,2476,29.0,Rain,30,95,50,High_Risk
FL100803,2022,4,5,AA,SFO,SFO,18,1979,13.9,Clear,59,92,37,Moderate_Risk
FL100804,2023,6,1,B6,DEN,ORD,16,960,4.0,Storm,31,69,69,High_Risk
FL100805,2022,8,6,UA,SFO,SFO,0,1218,1.8,Clear,3,47,0,Low_Risk
FL100806,2022,10,5,AA,LAX,DEN,5,2790,1.6,Storm,18,34,33,Moderate_Risk
FL100807,2023,8,6,AA,DEN,SEA,10,1005,1.1,Clear,10,55,-1,Low_Risk
FL100808,2022,7,2,UA,ORD,ATL,13,708,14.2,Clear,55,89,48,High_Risk
FL100809,2022,8,1,WN,LAX,ORD,9,4184,6.5,Clear,45,55,7,Low_Risk
FL100810,2023,6,2,B6,SEA,SFO,3,1835,8.3,Clear,29,68,-3,Low_Risk
FL100811,2022,6,4,B6,JFK,SFO,0,3357,12.4,Rain,20,45,1,Low_Risk
FL100812,2022,4,1,AA,LAX,ATL,4,1875,0.6,Storm,17,35,18,Moderate_Risk
FL100813,2022,11,1,WN,ATL,ORD,20,1366,11.0,Clear,43,75,33,Moderate_Risk
FL100814,2023,4,1,B6,DFW,SFO,19,1301,14.3,Clear,35,38,-5,Low_Risk
FL100815,2023,10,1,UA,JFK,LAX,11,3163,3.8,Clear,33,33,6,Low_Risk
FL100816,2023,4,3,DL,JFK,ORD,11,1041,23.9,Clear,9,24,11,Low_Risk
FL100817,2022,11,6,WN,SEA,SEA,14,3136,17.1,Rain,51,37,-4,Low_Risk
FL100818,2023,5,1,UA,DEN,ATL,19,3998,8.0,Storm,43,33,71,High_Risk
FL100819,2022,4,4,UA,SFO,ORD,12,1309,4.8,Snow,3,53,46,High_Risk
FL100820,2022,5,2,AA,ATL,ATL,10,425,12.3,Clear,7,50,-1,Low_Risk
FL100821,2023,11,2,UA,SEA,SEA,21,3967,8.0,Clear,47,25,0,Low_Risk
FL100822,2022,7,2,WN,LAX,JFK,12,1088,5.2,Clear,25,41,7,Low_Risk
FL100823,2023,11,4,WN,LAX,LAX,9,2874,23.6,Clear,42,87,44,Moderate_Risk
FL100824,2022,2,2,WN,DFW,JFK,4,1558,13.1,Rain,39,26,1,Low_Risk
FL100825,2022,7,2,WN,DFW,SEA,18,2067,11.0,Clear,45,47,3,Low_Risk
FL100826,2023,8,2,AA,SEA,DEN,1,814,1.8,Clear,18,88,33,Moderate_Risk
FL100827,2022,5,2,AA,DFW,DEN,22,3440,13.4,Rain,26,75,10,Low_Risk
FL100828,2022,6,2,UA,ORD,SEA,11,3223,8.9,Storm,59,83,55,High_Risk
FL100829,2022,9,1,DL,LAX,SEA,9,2345,7.2,Storm,33,37,29,Moderate_Risk
FL100830,2022,7,2,UA,ORD,DFW,14,3116,9.3,Clear,29,38,-3,Low_Risk
FL100831,2023,5,5,UA,ATL,ATL,14,4386,11.8,Rain,57,30,-2,Low_Risk
FL100832,2023,5,1,B6,JFK,SEA,4,1009,28.9,Clear,24,22,29,Moderate_Risk
FL100833,2022,4,3,DL,LAX,JFK,20,380,4.5,Clear,27,49,9,Low_Risk
FL100834,2023,11,7,DL,DFW,DEN,10,3872,7.3,Storm,45,79,57,High_Risk
FL100835,2022,12,3,B6,SEA,SFO,11,4283,1.8,Clear,13,77,30,Moderate_Risk
FL100836,2023,2,3,B6,ATL,DEN,20,1726,1.8,Clear,44,78,20,Moderate_Risk
FL100837,2023,3,6,AA,DFW,ORD,3,1072,8.7,Clear,10,94,24,Moderate_Risk
FL100838,2023,12,5,WN,SFO,DFW,19,811,10.7,Clear,38,37,-2,Low_Risk
FL100839,2022,5,1,DL,ATL,SEA,9,3000,2.6,Storm,35,75,42,Moderate_Risk
FL100840,2023,12,3,UA,ORD,DFW,1,665,1.7,Storm,15,21,65,High_Risk
FL100841,2022,6,4,WN,DEN,DFW,12,1339,2.6,Rain,1,34,1,Low_Risk
FL100842,2022,12,4,UA,ATL,DEN,8,2067,4.4,Clear,37,54,7,Low_Risk
FL100843,2022,12,3,UA,LAX,DFW,10,2382,18.7,Storm,49,76,67,High_Risk
FL100844,2023,4,7,B6,ORD,DFW,17,1045,47.0,Clear,9,36,18,Moderate_Risk
FL100845,2023,3,7,B6,SFO,SFO,17,4360,16.0,Clear,14,99,8,Low_Risk
FL100846,2023,1,3,WN,SFO,LAX,7,1244,11.9,Storm,16,35,66,High_Risk
FL100847,2022,11,5,WN,LAX,JFK,3,798,3.8,Clear,49,35,4,Low_Risk
FL100848,2023,2,1,DL,JFK,JFK,1,2890,6.3,Clear,39,73,17,Moderate_Risk
FL100849,2022,7,5,DL,ORD,ATL,23,688,23.6,Rain,14,32,18,Moderate_Risk
FL100850,2023,1,1,WN,LAX,LAX,15,3636,7.3,Clear,6,82,33,Moderate_Risk
FL100851,2023,4,7,B6,SFO,SEA,15,2062,1.8,Clear,53,36,9,Low_Risk
FL100852,2023,1,2,B6,JFK,LAX,6,4365,5.6,Storm,34,31,71,High_Risk
FL100853,2022,9,7,DL,ATL,ATL,15,464,9.9,Clear,14,62,3,Low_Risk
FL100854,2023,10,7,WN,LAX,DFW,7,1445,6.7,Clear,5,20,8,Low_Risk
FL100855,2022,7,1,AA,ORD,ATL,2,1706,21.5,Rain,48,83,56,High_Risk
FL100856,2022,9,2,UA,SFO,DEN,2,4436,11.8,Clear,46,56,3,Low_Risk
FL100857,2022,11,7,UA,SFO,DEN,11,4323,10.2,Clear,17,86,34,Moderate_Risk
FL100858,2023,4,7,UA,JFK,DEN,6,3736,0.9,Clear,18,56,-4,Low_Risk
FL100859,2022,9,3,UA,SFO,JFK,7,2812,11.3,Clear,59,22,2,Low_Risk
FL100860,2023,1,4,DL,ATL,SEA,14,2138,2.0,Rain,8,68,0,Low_Risk
FL100861,2023,6,6,AA,DEN,DEN,21,4460,5.3,Storm,36,71,55,High_Risk
FL100862,2022,1,3,WN,DFW,DEN,13,1558,5.2,Rain,4,29,2,Low_Risk
FL100863,2022,11,6,UA,ORD,SEA,21,4189,6.3,Clear,11,90,6,Low_Risk
FL100864,2023,1,2,WN,SFO,SFO,22,2337,11.3,Clear,32,66,5,Low_Risk
FL100865,2022,12,2,AA,LAX,DEN,5,3355,3.8,Storm,45,78,102,High_Risk
FL100866,2023,2,6,UA,ATL,DEN,15,3119,17.8,Rain,58,61,9,Low_Risk
FL100867,2023,8,6,WN,ATL,DFW,19,1526,3.3,Storm,59,63,35,Moderate_Risk
FL100868,2023,8,7,WN,ORD,JFK,17,854,12.1,Rain,39,95,30,Moderate_Risk
FL100869,2022,12,1,B6,JFK,DFW,1,4338,11.5,Clear,17,89,30,Moderate_Risk
FL100870,2022,5,6,DL,DFW,DEN,2,1412,4.0,Clear,43,44,7,Low_Risk
FL100871,2023,5,1,B6,LAX,ORD,9,1418,25.5,Clear,6,65,12,Low_Risk
FL100872,2023,8,5,AA,JFK,DFW,9,1630,17.1,Clear,40,71,11,Low_Risk
FL100873,2022,7,3,UA,SFO,JFK,17,1626,4.6,Rain,5,21,-5,Low_Risk
FL100874,2023,11,4,B6,LAX,ORD,4,1376,7.8,Clear,43,62,-3,Low_Risk
FL100875,2022,6,1,UA,DFW,ORD,8,2199,7.8,Clear,7,73,43,Moderate_Risk
FL100876,2022,11,1,WN,SFO,DEN,10,1742,0.9,Rain,53,86,28,Moderate_Risk
FL100877,2022,4,6,DL,ATL,SFO,17,543,7.6,Clear,37,73,28,Moderate_Risk
FL100878,2023,4,5,UA,SFO,SEA,23,3696,13.6,Clear,57,58,6,Low_Risk
FL100879,2022,12,6,AA,JFK,JFK,23,4013,1.9,Storm,11,62,65,High_Risk
FL100880,2023,9,7,WN,DFW,LAX,8,3991,7.4,Storm,38,76,104,High_Risk
FL100881,2023,4,2,DL,ORD,ORD,5,2015,10.3,Rain,59,45,9,Low_Risk
FL100882,2022,11,3,B6,SEA,DEN,4,2063,12.1,Clear,34,26,1,Low_Risk
FL100883,2023,6,5,B6,ORD,SEA,22,3289,7.7,Rain,56,80,33,Moderate_Risk
FL100884,2022,9,5,AA,ORD,DFW,1,315,3.6,Clear,21,90,48,High_Risk
FL100885,2022,11,3,DL,DEN,JFK,5,1159,6.9,Clear,22,89,36,Moderate_Risk
FL100886,2023,6,5,B6,JFK,LAX,12,2656,5.7,Clear,21,41,-3,Low_Risk
FL100887,2023,5,5,UA,ORD,SEA,22,933,9.5,Clear,23,56,6,Low_Risk
FL100888,2023,6,6,B6,DFW,SFO,8,2319,1.1,Rain,50,49,5,Low_Risk
FL100889,2023,3,5,WN,ATL,ORD,7,1529,18.6,Clear,22,44,3,Low_Risk
FL100890,2022,2,1,WN,DFW,JFK,10,4081,22.2,Clear,52,55,1,Low_Risk
FL100891,2022,8,1,AA,DEN,ATL,16,1690,8.6,Storm,33,24,52,High_Risk
FL100892,2022,9,2,B6,ORD,DEN,0,2745,2.9,Rain,42,50,1,Low_Risk
FL100893,2023,9,5,DL,DEN,DFW,1,2017,5.4,Clear,55,20,2,Low_Risk
FL100894,2023,12,3,B6,JFK,ORD,16,318,2.1,Rain,10,53,2,Low_Risk
FL100895,2023,8,3,WN,DFW,JFK,18,417,3.0,Clear,14,58,-2,Low_Risk
FL100896,2022,3,5,AA,ORD,DEN,17,3310,3.5,Clear,37,91,23,Moderate_Risk
FL100897,2023,9,7,DL,ORD,SFO,20,2509,7.3,Clear,43,47,-1,Low_Risk
FL100898,2023,6,2,B6,SEA,JFK,13,3430,19.4,Storm,39,32,65,High_Risk
FL100899,2023,9,2,WN,SEA,SEA,0,666,31.6,Rain,31,73,26,Moderate_Risk
FL100900,2023,9,7,B6,DFW,JFK,2,835,14.3,Clear,19,41,-1,Low_Risk
FL100901,2022,7,5,UA,JFK,ORD,18,2329,6.2,Clear,46,89,26,Moderate_Risk
FL100902,2022,7,2,B6,ATL,SEA,21,1011,17.6,Clear,10,84,48,High_Risk
FL100903,2022,8,7,B6,ATL,LAX,20,3763,15.6,Rain,54,82,24,Moderate_Risk
FL100904,2023,7,5,B6,ATL,SFO,20,3156,8.5,Clear,14,36,9,Low_Risk
FL100905,2023,1,2,AA,SFO,DEN,1,2964,1.2,Storm,41,93,58,High_Risk
FL100906,2022,6,5,DL,DFW,ORD,11,1027,1.0,Clear,38,21,-1,Low_Risk
FL100907,2022,8,1,WN,DEN,ATL,16,3229,0.6,Clear,49,89,28,Moderate_Risk
FL100908,2022,8,1,UA,DFW,DFW,0,2798,4.2,Rain,53,66,1,Low_Risk
FL100909,2023,9,2,AA,ATL,JFK,13,1484,14.2,Clear,42,68,4,Low_Risk
FL100910,2022,3,6,DL,DFW,SEA,1,3775,28.8,Rain,25,36,18,Moderate_Risk
FL100911,2022,8,3,AA,JFK,DEN,14,4388,32.3,Clear,58,21,27,Moderate_Risk
FL100912,2023,3,2,DL,DFW,DEN,21,998,1.7,Clear,22,66,3,Low_Risk
FL100913,2023,4,2,AA,JFK,ATL,5,2553,22.3,Storm,36,56,99,High_Risk
FL100914,2023,2,3,UA,SFO,JFK,18,4056,18.7,Clear,18,73,36,Moderate_Risk
FL100915,2023,8,2,B6,JFK,LAX,16,3719,0.5,Clear,27,24,-3,Low_Risk
FL100916,2022,3,5,DL,SFO,SEA,21,1643,0.5,Rain,6,45,7,Low_Risk
FL100917,2022,8,2,UA,DEN,SEA,0,1321,13.5,Clear,47,73,19,Moderate_Risk
FL100918,2023,3,1,DL,ORD,DFW,22,1421,0.2,Storm,12,22,39,Moderate_Risk
FL100919,2023,2,3,WN,LAX,JFK,3,3696,0.4,Clear,23,80,24,Moderate_Risk
FL100920,2023,3,7,B6,LAX,DEN,7,786,3.4,Storm,34,71,95,High_Risk
FL100921,2023,7,6,B6,SFO,DFW,5,2452,3.7,Clear,13,36,-4,Low_Risk
FL100922,2022,11,7,DL,DEN,SEA,9,1604,2.1,Clear,30,99,32,Moderate_Risk
FL100923,2023,1,1,WN,SEA,SEA,4,2068,10.6,Clear,38,97,16,Moderate_Risk
FL100924,2023,1,2,DL,SEA,JFK,23,3686,20.4,Clear,11,41,10,Low_Risk
FL100925,2022,4,6,AA,ORD,ORD,21,1500,33.0,Storm,36,46,89,High_Risk
FL100926,2023,7,2,DL,ATL,DFW,22,3265,4.2,Rain,52,23,7,Low_Risk
FL100927,2022,6,1,DL,ORD,ORD,2,3203,14.2,Rain,19,83,33,Moderate_Risk
FL100928,2023,12,6,B6,LAX,SEA,19,2262,14.3,Clear,50,87,35,Moderate_Risk
FL100929,2022,3,4,B6,ORD,ATL,20,1303,3.3,Snow,33,69,52,High_Risk
FL100930,2022,9,3,UA,DEN,DEN,21,2269,3.1,Rain,28,23,-2,Low_Risk
FL100931,2022,12,4,B6,SEA,SFO,6,2016,6.9,Rain,41,93,35,Moderate_Risk
FL100932,2023,8,3,WN,SEA,JFK,5,4426,13.4,Clear,46,53,-4,Low_Risk
FL100933,2022,8,4,UA,SFO,SFO,15,2880,2.8,Rain,8,24,-2,Low_Risk
FL100934,2023,7,3,UA,DFW,ORD,6,4353,17.3,Clear,40,81,20,Moderate_Risk
FL100935,2023,2,6,AA,LAX,DFW,16,753,25.3,Clear,50,96,41,Moderate_Risk
FL100936,2023,1,5,DL,ATL,JFK,11,3860,23.3,Clear,46,32,13,Low_Risk
FL100937,2023,3,5,UA,SFO,ORD,16,3666,4.2,Clear,33,67,2,Low_Risk
FL100938,2023,2,6,UA,ATL,SFO,20,770,3.1,Clear,44,26,7,Low_Risk
FL100939,2022,9,7,B6,DFW,SFO,10,3692,4.2,Snow,6,35,70,High_Risk
FL100940,2023,12,1,B6,SFO,DFW,8,3520,17.7,Rain,24,71,16,Moderate_Risk
FL100941,2023,11,3,AA,DFW,DEN,7,3581,10.7,Clear,27,71,30,Moderate_Risk
FL100942,2022,10,5,WN,JFK,DEN,20,451,17.5,Storm,55,73,46,High_Risk
FL100943,2023,4,1,B6,DFW,ATL,11,2721,4.3,Clear,12,57,6,Low_Risk
FL100944,2023,8,2,DL,DEN,DFW,16,632,3.2,Rain,26,21,-5,Low_Risk
FL100945,2023,11,1,DL,DFW,ATL,8,3510,14.7,Clear,40,58,-5,Low_Risk
FL100946,2022,4,2,AA,ATL,SFO,23,459,7.6,Clear,51,36,3,Low_Risk
FL100947,2023,10,5,DL,JFK,ATL,8,648,4.8,Clear,28,91,34,Moderate_Risk
FL100948,2022,5,5,B6,JFK,LAX,3,3689,7.7,Storm,36,20,17,Moderate_Risk
FL100949,2022,2,5,AA,ORD,JFK,6,4003,3.4,Clear,7,77,35,Moderate_Risk
FL100950,2022,10,4,AA,SFO,DEN,15,3405,23.8,Storm,0,33,60,High_Risk
FL100951,2022,11,1,UA,DFW,ORD,12,3706,23.4,Storm,49,72,113,High_Risk
FL100952,2022,9,6,WN,ORD,ORD,8,656,8.9,Clear,20,36,-2,Low_Risk
FL100953,2023,8,7,DL,SFO,DFW,19,1330,12.2,Clear,32,79,33,Moderate_Risk
FL100954,2022,2,7,AA,SEA,DEN,11,3434,3.5,Rain,40,64,7,Low_Risk
FL100955,2023,9,7,UA,SEA,LAX,12,3783,1.4,Rain,35,45,5,Low_Risk
FL100956,2023,6,6,AA,ORD,SEA,8,3375,5.5,Clear,49,42,-4,Low_Risk
FL100957,2023,11,6,WN,ORD,ORD,5,1612,2.0,Clear,8,61,8,Low_Risk
FL100958,2022,5,6,WN,SEA,DEN,19,745,11.4,Storm,56,95,101,High_Risk
FL100959,2022,5,7,DL,JFK,DFW,19,2082,3.2,Storm,29,96,58,High_Risk
FL100960,2023,11,4,DL,JFK,SEA,11,4000,2.7,Rain,57,40,2,Low_Risk
FL100961,2023,4,7,AA,DFW,ORD,7,4044,17.3,Clear,2,34,7,Low_Risk
FL100962,2022,5,7,WN,DEN,SFO,11,2291,10.9,Rain,25,71,37,Moderate_Risk
FL100963,2022,12,3,UA,DEN,ATL,6,2096,11.2,Rain,23,89,34,Moderate_Risk
FL100964,2023,6,7,UA,ORD,SFO,20,1554,6.1,Storm,46,76,71,High_Risk
FL100965,2023,6,7,WN,SFO,SEA,22,2572,28.5,Rain,4,59,21,Moderate_Risk
FL100966,2022,3,5,AA,SEA,ORD,10,1980,4.4,Clear,43,59,5,Low_Risk
FL100967,2022,11,6,UA,LAX,LAX,1,698,5.5,Clear,51,56,-2,Low_Risk
FL100968,2023,7,6,UA,LAX,ATL,15,402,40.5,Clear,13,21,22,Moderate_Risk
FL100969,2023,7,3,B6,SFO,JFK,8,3037,7.5,Rain,44,32,-3,Low_Risk
FL100970,2022,6,6,UA,SFO,ATL,18,3504,1.6,Clear,57,60,8,Low_Risk
FL100971,2022,12,5,DL,ORD,JFK,16,771,2.2,Clear,13,82,26,Moderate_Risk
FL100972,2023,1,6,DL,DEN,LAX,18,2064,3.1,Clear,27,74,32,Moderate_Risk
FL100973,2023,12,5,B6,SFO,JFK,7,2802,8.5,Clear,51,57,6,Low_Risk
FL100974,2023,11,1,DL,JFK,ORD,15,3259,1.6,Storm,49,20,67,High_Risk
FL100975,2022,5,1,AA,DEN,ORD,1,3696,7.7,Rain,10,45,-4,Low_Risk
FL100976,2022,8,3,DL,ATL,JFK,21,3703,0.3,Rain,57,21,-4,Low_Risk
FL100977,2023,12,7,UA,JFK,JFK,18,511,2.8,Clear,53,88,25,Moderate_Risk
FL100978,2022,8,1,DL,DEN,JFK,17,2799,4.8,Clear,11,57,7,Low_Risk
FL100979,2023,2,1,DL,ORD,LAX,8,3382,17.2,Rain,31,84,6,Low_Risk
FL100980,2022,1,1,DL,JFK,ORD,7,306,0.3,Storm,17,84,87,High_Risk
FL100981,2022,1,1,B6,ATL,LAX,8,2958,11.6,Rain,1,87,21,Moderate_Risk
FL100982,2022,5,4,WN,SFO,DEN,15,4350,4.0,Snow,12,98,54,High_Risk
FL100983,2023,7,7,UA,DEN,LAX,19,2793,11.8,Storm,3,52,80,High_Risk
FL100984,2023,7,3,WN,ORD,SEA,3,1018,24.3,Clear,41,54,7,Low_Risk
FL100985,2022,6,3,B6,DFW,JFK,9,1490,2.4,Clear,10,28,5,Low_Risk
FL100986,2023,4,6,DL,DFW,ORD,18,4393,10.1,Clear,47,26,2,Low_Risk
FL100987,2023,5,5,B6,SEA,LAX,11,1824,3.7,Clear,47,57,-3,Low_Risk
FL100988,2022,3,1,WN,ORD,JFK,19,958,9.0,Clear,57,52,6,Low_Risk
FL100989,2022,8,5,WN,DFW,ORD,14,965,2.3,Clear,49,74,34,Moderate_Risk
